file_id	partition	system	label
LA_E_6052782	EVAL	A11	spoof
LA_E_6053022	EVAL	A09	spoof
LA_E_6053073	EVAL	A10	spoof
LA_E_6053670	EVAL	A08	spoof
LA_E_6053901	EVAL	A12	spoof
LA_E_6053960	EVAL	A07	spoof
LA_E_6054025	EVAL	A08	spoof
LA_E_6054379	EVAL	A08	spoof
LA_E_6055040	EVAL	A12	spoof
LA_E_6055308	EVAL	A10	spoof
LA_E_6057217	EVAL	bonafide	bonafide
LA_E_6057695	EVAL	A09	spoof
LA_E_6058572	EVAL	A12	spoof
LA_E_6058686	EVAL	A11	spoof
LA_E_6058858	EVAL	A07	spoof
LA_E_6059215	EVAL	A08	spoof
LA_E_6059367	EVAL	A09	spoof
LA_E_6061084	EVAL	A07	spoof
LA_E_6061310	EVAL	A08	spoof
LA_E_6061449	EVAL	A12	spoof
LA_E_6061683	EVAL	A12	spoof
LA_E_6062260	EVAL	A09	spoof
LA_E_6062773	EVAL	A09	spoof
LA_E_6062862	EVAL	A09	spoof
LA_E_6063232	EVAL	A12	spoof
LA_E_6063617	EVAL	A07	spoof
LA_E_6063915	EVAL	A10	spoof
LA_E_6064558	EVAL	A07	spoof
LA_E_6064718	EVAL	A12	spoof
LA_E_6064869	EVAL	A12	spoof
LA_E_6065522	EVAL	A10	spoof
LA_E_6065555	EVAL	A09	spoof
LA_E_6065900	EVAL	A09	spoof
LA_E_6066370	EVAL	A10	spoof
LA_E_6066566	EVAL	A09	spoof
LA_E_6066881	EVAL	bonafide	bonafide
LA_E_6067185	EVAL	A12	spoof
LA_E_6067189	EVAL	A10	spoof
LA_E_6067786	EVAL	A07	spoof
LA_E_6068343	EVAL	A11	spoof
LA_E_6068563	EVAL	A08	spoof
LA_E_6068699	EVAL	A07	spoof
LA_E_6069324	EVAL	A08	spoof
LA_E_6069332	EVAL	A12	spoof
LA_E_6069925	EVAL	A09	spoof
LA_E_6070363	EVAL	A08	spoof
LA_E_6070737	EVAL	A11	spoof
LA_E_6071139	EVAL	A07	spoof
LA_E_6071416	EVAL	A12	spoof
LA_E_6071432	EVAL	A09	spoof
LA_E_6071820	EVAL	A08	spoof
LA_E_6072007	EVAL	A08	spoof
LA_E_6072359	EVAL	A07	spoof
LA_E_6072658	EVAL	A08	spoof
LA_E_6073401	EVAL	A12	spoof
LA_E_6073903	EVAL	bonafide	bonafide
LA_E_6074000	EVAL	A08	spoof
LA_E_6074132	EVAL	bonafide	bonafide
LA_E_6075156	EVAL	A09	spoof
LA_E_6075399	EVAL	A11	spoof
LA_E_6075464	EVAL	A12	spoof
LA_E_6075826	EVAL	A11	spoof
LA_E_6076223	EVAL	A08	spoof
LA_E_6076258	EVAL	A07	spoof
LA_E_6076593	EVAL	A11	spoof
LA_E_6077140	EVAL	A09	spoof
LA_E_6077286	EVAL	A08	spoof
LA_E_6077422	EVAL	A09	spoof
LA_E_6077593	EVAL	A09	spoof
LA_E_6078023	EVAL	A08	spoof
LA_E_6078133	EVAL	A08	spoof
LA_E_6078193	EVAL	A07	spoof
LA_E_6078279	EVAL	A10	spoof
LA_E_6079260	EVAL	A08	spoof
LA_E_6079393	EVAL	A11	spoof
LA_E_6079954	EVAL	A12	spoof
LA_E_6080571	EVAL	A09	spoof
LA_E_6080674	EVAL	A11	spoof
LA_E_6081536	EVAL	A08	spoof
LA_E_6082039	EVAL	A08	spoof
LA_E_6082788	EVAL	A11	spoof
LA_E_6082799	EVAL	A07	spoof
LA_E_6082971	EVAL	A11	spoof
LA_E_6083311	EVAL	A07	spoof
LA_E_6083921	EVAL	A12	spoof
LA_E_6084017	EVAL	A12	spoof
LA_E_6084031	EVAL	A09	spoof
LA_E_6084132	EVAL	A08	spoof
LA_E_6084174	EVAL	A12	spoof
LA_E_6084764	EVAL	A09	spoof
LA_E_6085127	EVAL	A10	spoof
LA_E_6085516	EVAL	A10	spoof
LA_E_6086048	EVAL	A07	spoof
LA_E_6086087	EVAL	A10	spoof
LA_E_6086117	EVAL	A12	spoof
LA_E_6086293	EVAL	A11	spoof
LA_E_6086774	EVAL	A08	spoof
LA_E_6086785	EVAL	A09	spoof
LA_E_6086843	EVAL	A10	spoof
LA_E_6087027	EVAL	A09	spoof
LA_E_6087124	EVAL	A09	spoof
LA_E_6087133	EVAL	A07	spoof
LA_E_6088127	EVAL	A11	spoof
LA_E_6088426	EVAL	A09	spoof
LA_E_6088446	EVAL	A09	spoof
LA_E_6088595	EVAL	A08	spoof
LA_E_6088839	EVAL	A11	spoof
LA_E_6088951	EVAL	bonafide	bonafide
LA_E_6089171	EVAL	A09	spoof
LA_E_6089605	EVAL	bonafide	bonafide
LA_E_6090313	EVAL	A09	spoof
LA_E_6090481	EVAL	A07	spoof
LA_E_6091426	EVAL	A09	spoof
LA_E_6091487	EVAL	A10	spoof
LA_E_6091662	EVAL	A10	spoof
LA_E_6092272	EVAL	A07	spoof
LA_E_6093511	EVAL	A12	spoof
LA_E_6093636	EVAL	bonafide	bonafide
LA_E_6095061	EVAL	A10	spoof
LA_E_6096530	EVAL	A07	spoof
LA_E_6096779	EVAL	A09	spoof
LA_E_6097135	EVAL	bonafide	bonafide
LA_E_6097447	EVAL	A08	spoof
LA_E_6097525	EVAL	A12	spoof
LA_E_6098116	EVAL	A10	spoof
LA_E_6098204	EVAL	A11	spoof
LA_E_6098652	EVAL	A10	spoof
LA_E_6098828	EVAL	A12	spoof
LA_E_6099300	EVAL	A11	spoof
LA_E_6099889	EVAL	A10	spoof
LA_E_6100260	EVAL	A07	spoof
LA_E_6101021	EVAL	A10	spoof
LA_E_6101046	EVAL	bonafide	bonafide
LA_E_6101088	EVAL	A09	spoof
LA_E_6101426	EVAL	A08	spoof
LA_E_6101953	EVAL	A07	spoof
LA_E_6102217	EVAL	A11	spoof
LA_E_6102912	EVAL	A09	spoof
LA_E_6103397	EVAL	A12	spoof
LA_E_6104004	EVAL	A12	spoof
LA_E_6104367	EVAL	A11	spoof
LA_E_6104700	EVAL	A08	spoof
LA_E_6105199	EVAL	A10	spoof
LA_E_6105244	EVAL	A07	spoof
LA_E_6105336	EVAL	A12	spoof
LA_E_6105919	EVAL	A09	spoof
LA_E_6106728	EVAL	A10	spoof
LA_E_6107055	EVAL	A10	spoof
LA_E_6107414	EVAL	bonafide	bonafide
LA_E_6107687	EVAL	A12	spoof
LA_E_6107783	EVAL	A10	spoof
LA_E_6107791	EVAL	A08	spoof
LA_E_6108466	EVAL	bonafide	bonafide
LA_E_6108560	EVAL	A08	spoof
LA_E_6109811	EVAL	A07	spoof
LA_E_6110545	EVAL	A07	spoof
LA_E_6110712	EVAL	A11	spoof
LA_E_6111322	EVAL	A09	spoof
LA_E_6111365	EVAL	A12	spoof
LA_E_6112065	EVAL	A11	spoof
LA_E_6112067	EVAL	A11	spoof
LA_E_6112324	EVAL	A09	spoof
LA_E_6112702	EVAL	A12	spoof
LA_E_6112817	EVAL	A10	spoof
LA_E_6112857	EVAL	A10	spoof
LA_E_6113066	EVAL	A09	spoof
LA_E_6113915	EVAL	A07	spoof
LA_E_6115424	EVAL	A10	spoof
LA_E_6115604	EVAL	A09	spoof
LA_E_6115730	EVAL	A12	spoof
LA_E_6115809	EVAL	A07	spoof
LA_E_6116207	EVAL	A11	spoof
LA_E_6116285	EVAL	A07	spoof
LA_E_6116317	EVAL	A07	spoof
LA_E_6116476	EVAL	A08	spoof
LA_E_6116953	EVAL	bonafide	bonafide
LA_E_6118088	EVAL	bonafide	bonafide
LA_E_6118764	EVAL	A08	spoof
LA_E_6119017	EVAL	A12	spoof
LA_E_6119428	EVAL	A08	spoof
LA_E_6119647	EVAL	A07	spoof
LA_E_6120507	EVAL	A12	spoof
LA_E_6120837	EVAL	A09	spoof
LA_E_6121253	EVAL	A08	spoof
LA_E_6121357	EVAL	A11	spoof
LA_E_6121379	EVAL	A12	spoof
LA_E_6121565	EVAL	A07	spoof
LA_E_6123053	EVAL	A08	spoof
LA_E_6123547	EVAL	A10	spoof
LA_E_6123577	EVAL	A12	spoof
LA_E_6125329	EVAL	A10	spoof
LA_E_6125334	EVAL	A11	spoof
LA_E_6126250	EVAL	A10	spoof
LA_E_6126426	EVAL	A12	spoof
LA_E_6126774	EVAL	A08	spoof
LA_E_6126831	EVAL	A10	spoof
LA_E_6127169	EVAL	A09	spoof
LA_E_6127515	EVAL	A09	spoof
LA_E_6127525	EVAL	A11	spoof
LA_E_6127528	EVAL	A11	spoof
LA_E_6128249	EVAL	A10	spoof
LA_E_6128491	EVAL	A09	spoof
LA_E_6128508	EVAL	A12	spoof
LA_E_6128784	EVAL	A11	spoof
LA_E_6128932	EVAL	A11	spoof
LA_E_6129998	EVAL	A12	spoof
LA_E_6130004	EVAL	A11	spoof
LA_E_6130726	EVAL	A08	spoof
LA_E_6130782	EVAL	A07	spoof
LA_E_6130842	EVAL	A11	spoof
LA_E_6131140	EVAL	A12	spoof
LA_E_6131861	EVAL	A12	spoof
LA_E_6132294	EVAL	A09	spoof
LA_E_6132696	EVAL	A08	spoof
LA_E_6133317	EVAL	A09	spoof
LA_E_6134187	EVAL	A08	spoof
LA_E_6134456	EVAL	A08	spoof
LA_E_6134724	EVAL	A10	spoof
LA_E_6134950	EVAL	A12	spoof
LA_E_6135011	EVAL	A09	spoof
LA_E_6135072	EVAL	A11	spoof
LA_E_6135569	EVAL	A10	spoof
LA_E_6135912	EVAL	bonafide	bonafide
LA_E_6136019	EVAL	A09	spoof
LA_E_6136325	EVAL	A12	spoof
LA_E_6136466	EVAL	A11	spoof
LA_E_6136758	EVAL	A12	spoof
LA_E_6137037	EVAL	A12	spoof
LA_E_6137201	EVAL	A12	spoof
LA_E_6139205	EVAL	A08	spoof
LA_E_6139972	EVAL	A08	spoof
LA_E_6140312	EVAL	A10	spoof
LA_E_6140367	EVAL	bonafide	bonafide
LA_E_6140783	EVAL	A07	spoof
LA_E_6141176	EVAL	bonafide	bonafide
LA_E_6141500	EVAL	A08	spoof
LA_E_6141783	EVAL	A10	spoof
LA_E_6142006	EVAL	A07	spoof
LA_E_6142075	EVAL	A09	spoof
LA_E_6142228	EVAL	A12	spoof
LA_E_6142686	EVAL	A11	spoof
LA_E_6142860	EVAL	A12	spoof
LA_E_6142874	EVAL	A12	spoof
LA_E_6143229	EVAL	A12	spoof
LA_E_6143679	EVAL	A07	spoof
LA_E_6144118	EVAL	A08	spoof
LA_E_6144466	EVAL	A07	spoof
LA_E_6144850	EVAL	A11	spoof
LA_E_6145370	EVAL	A07	spoof
LA_E_6145732	EVAL	A11	spoof
LA_E_6146528	EVAL	A11	spoof
LA_E_6146559	EVAL	A12	spoof
LA_E_6146943	EVAL	A07	spoof
LA_E_6147245	EVAL	A11	spoof
LA_E_6147525	EVAL	A12	spoof
LA_E_6147553	EVAL	A07	spoof
LA_E_6147826	EVAL	A09	spoof
LA_E_6147866	EVAL	A10	spoof
LA_E_6148414	EVAL	bonafide	bonafide
LA_E_6148474	EVAL	A12	spoof
LA_E_6148503	EVAL	A12	spoof
LA_E_6148866	EVAL	A11	spoof
LA_E_6148939	EVAL	A09	spoof
LA_E_6149418	EVAL	A08	spoof
LA_E_6150170	EVAL	A07	spoof
LA_E_6150275	EVAL	A07	spoof
LA_E_6151032	EVAL	A09	spoof
LA_E_6151563	EVAL	A12	spoof
LA_E_6152246	EVAL	A09	spoof
LA_E_6152423	EVAL	A11	spoof
LA_E_6152561	EVAL	A12	spoof
LA_E_6152770	EVAL	A11	spoof
LA_E_6152886	EVAL	A08	spoof
LA_E_6153822	EVAL	A09	spoof
LA_E_6154469	EVAL	A12	spoof
LA_E_6154484	EVAL	A12	spoof
LA_E_6154699	EVAL	A12	spoof
LA_E_6154715	EVAL	A07	spoof
LA_E_6155515	EVAL	A07	spoof
LA_E_6155761	EVAL	A07	spoof
LA_E_6156451	EVAL	A12	spoof
LA_E_6157159	EVAL	A08	spoof
LA_E_6157236	EVAL	A07	spoof
LA_E_6157353	EVAL	A12	spoof
LA_E_6159560	EVAL	A08	spoof
LA_E_6160197	EVAL	A12	spoof
LA_E_6160512	EVAL	bonafide	bonafide
LA_E_6161122	EVAL	A08	spoof
LA_E_6161600	EVAL	A08	spoof
LA_E_6162339	EVAL	A10	spoof
LA_E_6162353	EVAL	A09	spoof
LA_E_6162574	EVAL	A10	spoof
LA_E_6163292	EVAL	A11	spoof
LA_E_6163689	EVAL	bonafide	bonafide
LA_E_6163703	EVAL	bonafide	bonafide
LA_E_6163791	EVAL	A09	spoof
LA_E_6164443	EVAL	A07	spoof
LA_E_6164478	EVAL	A11	spoof
LA_E_6164629	EVAL	A11	spoof
LA_E_6165093	EVAL	A09	spoof
LA_E_6165474	EVAL	A09	spoof
LA_E_6166880	EVAL	A08	spoof
LA_E_6166922	EVAL	A11	spoof
LA_E_6168364	EVAL	A07	spoof
LA_E_6168660	EVAL	A11	spoof
LA_E_6168949	EVAL	A08	spoof
LA_E_6169168	EVAL	A11	spoof
LA_E_6169488	EVAL	A07	spoof
LA_E_6170210	EVAL	A08	spoof
LA_E_6170211	EVAL	A09	spoof
LA_E_6170322	EVAL	A11	spoof
LA_E_6171418	EVAL	A07	spoof
LA_E_6171477	EVAL	A11	spoof
LA_E_6171495	EVAL	A11	spoof
LA_E_6171508	EVAL	A10	spoof
LA_E_6171563	EVAL	A09	spoof
LA_E_6171639	EVAL	A09	spoof
LA_E_6171987	EVAL	A11	spoof
LA_E_6172557	EVAL	A07	spoof
LA_E_6172657	EVAL	A12	spoof
LA_E_6173872	EVAL	bonafide	bonafide
LA_E_6174481	EVAL	A09	spoof
LA_E_6175253	EVAL	A10	spoof
LA_E_6175428	EVAL	A08	spoof
LA_E_6175783	EVAL	A10	spoof
LA_E_6176002	EVAL	A07	spoof
LA_E_6176076	EVAL	A08	spoof
LA_E_6176144	EVAL	A12	spoof
LA_E_6177140	EVAL	A10	spoof
LA_E_6177557	EVAL	A08	spoof
LA_E_6177608	EVAL	A09	spoof
LA_E_6178989	EVAL	A10	spoof
LA_E_6179136	EVAL	A10	spoof
LA_E_6179365	EVAL	A12	spoof
LA_E_6179726	EVAL	A11	spoof
LA_E_6180594	EVAL	A08	spoof
LA_E_6180823	EVAL	A08	spoof
LA_E_6181214	EVAL	bonafide	bonafide
LA_E_6181945	EVAL	A12	spoof
LA_E_6182002	EVAL	A11	spoof
LA_E_6182113	EVAL	A12	spoof
LA_E_6184312	EVAL	A12	spoof
LA_E_6185434	EVAL	bonafide	bonafide
LA_E_6185450	EVAL	A11	spoof
LA_E_6185533	EVAL	A11	spoof
LA_E_6185553	EVAL	A09	spoof
LA_E_6185695	EVAL	A11	spoof
LA_E_6185943	EVAL	A10	spoof
LA_E_6186801	EVAL	A08	spoof
LA_E_6186857	EVAL	A09	spoof
LA_E_6187420	EVAL	A12	spoof
LA_E_6187425	EVAL	A12	spoof
LA_E_6188147	EVAL	A07	spoof
LA_E_6188736	EVAL	A07	spoof
LA_E_6188804	EVAL	A08	spoof
LA_E_6189035	EVAL	A10	spoof
LA_E_6189802	EVAL	A10	spoof
LA_E_6189839	EVAL	A07	spoof
LA_E_6189842	EVAL	A07	spoof
LA_E_6189993	EVAL	A09	spoof
LA_E_6190674	EVAL	A08	spoof
LA_E_6190901	EVAL	A08	spoof
LA_E_6191064	EVAL	A12	spoof
LA_E_6191157	EVAL	A09	spoof
LA_E_6191347	EVAL	A10	spoof
LA_E_6191436	EVAL	A08	spoof
LA_E_6191549	EVAL	A07	spoof
LA_E_6191771	EVAL	A10	spoof
LA_E_6192455	EVAL	A10	spoof
LA_E_6192575	EVAL	A11	spoof
LA_E_6192823	EVAL	A10	spoof
LA_E_6193025	EVAL	A09	spoof
LA_E_6193496	EVAL	A09	spoof
LA_E_6194993	EVAL	A11	spoof
LA_E_6195323	EVAL	A08	spoof
LA_E_6195696	EVAL	A08	spoof
LA_E_6195967	EVAL	A10	spoof
LA_E_6196039	EVAL	A09	spoof
LA_E_6196082	EVAL	A10	spoof
LA_E_6198116	EVAL	A12	spoof
LA_E_6198170	EVAL	A07	spoof
LA_E_6198432	EVAL	A10	spoof
LA_E_6199510	EVAL	A07	spoof
LA_E_6199793	EVAL	A09	spoof
LA_E_6200659	EVAL	A08	spoof
LA_E_6201240	EVAL	A09	spoof
LA_E_6201258	EVAL	A07	spoof
LA_E_6201472	EVAL	A09	spoof
LA_E_6203868	EVAL	A10	spoof
LA_E_6204591	EVAL	A07	spoof
LA_E_6205021	EVAL	A08	spoof
LA_E_6206056	EVAL	A11	spoof
LA_E_6206175	EVAL	A07	spoof
LA_E_6206451	EVAL	A10	spoof
LA_E_6207623	EVAL	A07	spoof
LA_E_6207697	EVAL	A11	spoof
LA_E_6207981	EVAL	A09	spoof
LA_E_6208078	EVAL	A07	spoof
LA_E_6208116	EVAL	A07	spoof
LA_E_6208623	EVAL	A10	spoof
LA_E_6208631	EVAL	A07	spoof
LA_E_6209167	EVAL	A09	spoof
LA_E_6209758	EVAL	A12	spoof
LA_E_6210126	EVAL	A08	spoof
LA_E_6210394	EVAL	bonafide	bonafide
LA_E_6210609	EVAL	A07	spoof
LA_E_6211048	EVAL	A12	spoof
LA_E_6211101	EVAL	A10	spoof
LA_E_6211455	EVAL	A12	spoof
LA_E_6211863	EVAL	A10	spoof
LA_E_6212074	EVAL	A09	spoof
LA_E_6212432	EVAL	bonafide	bonafide
LA_E_6212486	EVAL	A11	spoof
LA_E_6213820	EVAL	A07	spoof
LA_E_6214832	EVAL	A09	spoof
LA_E_6214914	EVAL	A11	spoof
LA_E_6214943	EVAL	bonafide	bonafide
LA_E_6214944	EVAL	A12	spoof
LA_E_6215122	EVAL	A12	spoof
LA_E_6215210	EVAL	A08	spoof
LA_E_6215544	EVAL	A12	spoof
LA_E_6216272	EVAL	A11	spoof
LA_E_6217102	EVAL	A12	spoof
LA_E_6217305	EVAL	A07	spoof
LA_E_6217559	EVAL	A09	spoof
LA_E_6217619	EVAL	A08	spoof
LA_E_6217839	EVAL	bonafide	bonafide
LA_E_6218032	EVAL	A12	spoof
LA_E_6218631	EVAL	A10	spoof
LA_E_6219044	EVAL	A11	spoof
LA_E_6220519	EVAL	A09	spoof
LA_E_6220704	EVAL	bonafide	bonafide
LA_E_6222362	EVAL	A12	spoof
LA_E_6222562	EVAL	A09	spoof
LA_E_6222582	EVAL	A12	spoof
LA_E_6222648	EVAL	A07	spoof
LA_E_6223702	EVAL	A09	spoof
LA_E_6223861	EVAL	A10	spoof
LA_E_6225636	EVAL	A11	spoof
LA_E_6225683	EVAL	A09	spoof
LA_E_6225729	EVAL	A09	spoof
LA_E_6225795	EVAL	A08	spoof
LA_E_6226802	EVAL	A11	spoof
LA_E_6228415	EVAL	A12	spoof
LA_E_6228834	EVAL	A10	spoof
LA_E_6229180	EVAL	A12	spoof
LA_E_6229289	EVAL	A12	spoof
LA_E_6229499	EVAL	A10	spoof
LA_E_6229713	EVAL	A08	spoof
LA_E_6229735	EVAL	A07	spoof
LA_E_6230420	EVAL	A07	spoof
LA_E_6230631	EVAL	A09	spoof
LA_E_6230723	EVAL	A09	spoof
LA_E_6231732	EVAL	A08	spoof
LA_E_6232185	EVAL	A08	spoof
LA_E_6232572	EVAL	A12	spoof
LA_E_6232668	EVAL	A09	spoof
LA_E_6233768	EVAL	A08	spoof
LA_E_6233978	EVAL	A12	spoof
LA_E_6234208	EVAL	A10	spoof
LA_E_6234873	EVAL	A11	spoof
LA_E_6236598	EVAL	A08	spoof
LA_E_6237052	EVAL	A10	spoof
LA_E_6237116	EVAL	bonafide	bonafide
LA_E_6237192	EVAL	A12	spoof
LA_E_6237618	EVAL	A11	spoof
LA_E_6237628	EVAL	A12	spoof
LA_E_6237755	EVAL	A12	spoof
LA_E_6238142	EVAL	A10	spoof
LA_E_6238217	EVAL	A12	spoof
LA_E_6238492	EVAL	A12	spoof
LA_E_6238997	EVAL	A11	spoof
LA_E_6239133	EVAL	A07	spoof
LA_E_6239457	EVAL	A10	spoof
LA_E_6239719	EVAL	A08	spoof
LA_E_6239738	EVAL	A07	spoof
LA_E_6240031	EVAL	A09	spoof
LA_E_6240067	EVAL	A08	spoof
LA_E_6240105	EVAL	A07	spoof
LA_E_6240573	EVAL	A08	spoof
LA_E_6241700	EVAL	A08	spoof
LA_E_6241816	EVAL	A07	spoof
LA_E_6242298	EVAL	A11	spoof
LA_E_6245000	EVAL	A12	spoof
LA_E_6245976	EVAL	bonafide	bonafide
LA_E_6246067	EVAL	A12	spoof
LA_E_6246454	EVAL	A07	spoof
LA_E_6247280	EVAL	A10	spoof
LA_E_6247614	EVAL	A09	spoof
LA_E_6247713	EVAL	A08	spoof
LA_E_6247828	EVAL	A09	spoof
LA_E_6248096	EVAL	A12	spoof
LA_E_6248466	EVAL	A12	spoof
LA_E_6249277	EVAL	A08	spoof
LA_E_6249314	EVAL	A07	spoof
LA_E_6249344	EVAL	A11	spoof
LA_E_6250011	EVAL	A10	spoof
LA_E_6250381	EVAL	A09	spoof
LA_E_6250591	EVAL	bonafide	bonafide
LA_E_6252032	EVAL	A07	spoof
LA_E_6252065	EVAL	A12	spoof
LA_E_6252467	EVAL	A09	spoof
LA_E_6253041	EVAL	A11	spoof
LA_E_6253660	EVAL	bonafide	bonafide
LA_E_6254721	EVAL	A07	spoof
LA_E_6254810	EVAL	A07	spoof
LA_E_6255475	EVAL	A07	spoof
LA_E_6255832	EVAL	A08	spoof
LA_E_6256254	EVAL	A09	spoof
LA_E_6256404	EVAL	A09	spoof
LA_E_6256556	EVAL	A07	spoof
LA_E_6256592	EVAL	A12	spoof
LA_E_6256924	EVAL	A08	spoof
LA_E_6257500	EVAL	A12	spoof
LA_E_6257588	EVAL	A07	spoof
LA_E_6257879	EVAL	A10	spoof
LA_E_6258652	EVAL	A09	spoof
LA_E_6259251	EVAL	A09	spoof
LA_E_6260084	EVAL	A11	spoof
LA_E_6260291	EVAL	A07	spoof
LA_E_6260599	EVAL	A11	spoof
LA_E_6260605	EVAL	A10	spoof
LA_E_6260727	EVAL	A11	spoof
LA_E_6260991	EVAL	A09	spoof
LA_E_6261193	EVAL	bonafide	bonafide
LA_E_6261234	EVAL	A12	spoof
LA_E_6262723	EVAL	A12	spoof
LA_E_6262854	EVAL	A11	spoof
LA_E_6262995	EVAL	A09	spoof
LA_E_6263439	EVAL	A08	spoof
LA_E_6264021	EVAL	A11	spoof
LA_E_6264180	EVAL	A11	spoof
LA_E_6264227	EVAL	A12	spoof
LA_E_6264277	EVAL	A08	spoof
LA_E_6264738	EVAL	A07	spoof
LA_E_6264820	EVAL	A09	spoof
LA_E_6264933	EVAL	A07	spoof
LA_E_6265439	EVAL	A12	spoof
LA_E_6265787	EVAL	A09	spoof
LA_E_6266351	EVAL	A07	spoof
LA_E_6267134	EVAL	A09	spoof
LA_E_6267816	EVAL	A09	spoof
LA_E_6267833	EVAL	A09	spoof
LA_E_6267898	EVAL	A08	spoof
LA_E_6268239	EVAL	A11	spoof
LA_E_6268570	EVAL	A11	spoof
LA_E_6268717	EVAL	A11	spoof
LA_E_6269453	EVAL	A07	spoof
LA_E_6270167	EVAL	A12	spoof
LA_E_6270529	EVAL	A08	spoof
LA_E_6270953	EVAL	A09	spoof
LA_E_6271713	EVAL	A09	spoof
LA_E_6271930	EVAL	A11	spoof
LA_E_6272296	EVAL	A09	spoof
LA_E_6272307	EVAL	A11	spoof
LA_E_6272589	EVAL	A09	spoof
LA_E_6272633	EVAL	A09	spoof
LA_E_6273035	EVAL	A09	spoof
LA_E_6274164	EVAL	A09	spoof
LA_E_6274174	EVAL	A11	spoof
LA_E_6274699	EVAL	A08	spoof
LA_E_6275747	EVAL	A10	spoof
LA_E_6275859	EVAL	A12	spoof
LA_E_6275954	EVAL	A09	spoof
LA_E_6276172	EVAL	A11	spoof
LA_E_6277034	EVAL	A08	spoof
LA_E_6278510	EVAL	A07	spoof
LA_E_6278531	EVAL	A12	spoof
LA_E_6278818	EVAL	A12	spoof
LA_E_6278928	EVAL	A07	spoof
LA_E_6279516	EVAL	A10	spoof
LA_E_6279824	EVAL	A09	spoof
LA_E_6280180	EVAL	A11	spoof
LA_E_6280289	EVAL	A11	spoof
LA_E_6280755	EVAL	A08	spoof
LA_E_6281803	EVAL	A09	spoof
LA_E_6281867	EVAL	A09	spoof
LA_E_6281906	EVAL	A09	spoof
LA_E_6281911	EVAL	A09	spoof
LA_E_6282667	EVAL	A11	spoof
LA_E_6283070	EVAL	A10	spoof
LA_E_6283495	EVAL	A11	spoof
LA_E_6284347	EVAL	A10	spoof
LA_E_6284664	EVAL	A11	spoof
LA_E_6285015	EVAL	A10	spoof
LA_E_6286035	EVAL	A12	spoof
LA_E_6286086	EVAL	A12	spoof
LA_E_6286300	EVAL	A11	spoof
LA_E_6287519	EVAL	A12	spoof
LA_E_6287994	EVAL	A07	spoof
LA_E_6288233	EVAL	A10	spoof
LA_E_6289045	EVAL	A11	spoof
LA_E_6289875	EVAL	A08	spoof
LA_E_6291009	EVAL	A07	spoof
LA_E_6292046	EVAL	A12	spoof
LA_E_6292185	EVAL	A07	spoof
LA_E_6293591	EVAL	A08	spoof
LA_E_6293621	EVAL	A10	spoof
LA_E_6293753	EVAL	A10	spoof
LA_E_6294696	EVAL	A12	spoof
LA_E_6294948	EVAL	bonafide	bonafide
LA_E_6295009	EVAL	A10	spoof
LA_E_6295024	EVAL	A09	spoof
LA_E_6295478	EVAL	A07	spoof
LA_E_6296021	EVAL	A11	spoof
LA_E_6296442	EVAL	bonafide	bonafide
LA_E_6298600	EVAL	A09	spoof
LA_E_6298771	EVAL	bonafide	bonafide
LA_E_6298953	EVAL	A12	spoof
LA_E_6299252	EVAL	A09	spoof
LA_E_6300278	EVAL	A11	spoof
LA_E_6300498	EVAL	A07	spoof
LA_E_6300618	EVAL	A11	spoof
LA_E_6300663	EVAL	A09	spoof
LA_E_6300965	EVAL	bonafide	bonafide
LA_E_6301408	EVAL	A10	spoof
LA_E_6302087	EVAL	A09	spoof
LA_E_6302098	EVAL	A09	spoof
LA_E_6302537	EVAL	A12	spoof
LA_E_6302919	EVAL	A11	spoof
LA_E_6303428	EVAL	A08	spoof
LA_E_6303766	EVAL	A07	spoof
LA_E_6303970	EVAL	bonafide	bonafide
LA_E_6304802	EVAL	A10	spoof
LA_E_6304925	EVAL	bonafide	bonafide
LA_E_6305229	EVAL	A08	spoof
LA_E_6305323	EVAL	A08	spoof
LA_E_6306046	EVAL	A12	spoof
LA_E_6306653	EVAL	A12	spoof
LA_E_6306763	EVAL	A10	spoof
LA_E_6307937	EVAL	A08	spoof
LA_E_6307954	EVAL	A11	spoof
LA_E_6308103	EVAL	A11	spoof
LA_E_6308175	EVAL	A08	spoof
LA_E_6308497	EVAL	A07	spoof
LA_E_6308513	EVAL	A09	spoof
LA_E_6308987	EVAL	A10	spoof
LA_E_6309090	EVAL	A09	spoof
LA_E_6310089	EVAL	A07	spoof
LA_E_6310474	EVAL	A09	spoof
LA_E_6311219	EVAL	A12	spoof
LA_E_6311383	EVAL	A12	spoof
LA_E_6313377	EVAL	A08	spoof
LA_E_6313995	EVAL	A09	spoof
LA_E_6314620	EVAL	A08	spoof
LA_E_6314779	EVAL	A08	spoof
LA_E_6314939	EVAL	A11	spoof
LA_E_6315493	EVAL	A10	spoof
LA_E_6315585	EVAL	A07	spoof
LA_E_6315927	EVAL	A07	spoof
LA_E_6316921	EVAL	A07	spoof
LA_E_6320420	EVAL	A09	spoof
LA_E_6321081	EVAL	A08	spoof
LA_E_6321127	EVAL	A09	spoof
LA_E_6322051	EVAL	A10	spoof
LA_E_6322543	EVAL	A10	spoof
LA_E_6322713	EVAL	A08	spoof
LA_E_6322723	EVAL	A07	spoof
LA_E_6322762	EVAL	A08	spoof
LA_E_6322911	EVAL	A11	spoof
