file_id	partition	system	label	vctk_id	transcript
LA_E_2383901	EVAL	A12	spoof	-	His campaign starts with a tricky game against the league newcomers and McPherson realises it's a difficult first away game.
LA_E_2384237	EVAL	A12	spoof	-	That would amount to a red card and automatic suspension.
LA_E_2384797	EVAL	A08	spoof	-	I'm getting back up there now.
LA_E_2385144	EVAL	A10	spoof	-	All he would admit was that boys had been withdrawn because they had left school without permission.
LA_E_2385206	EVAL	A09	spoof	-	Giving people a chance to work with eight dancers.
LA_E_2385528	EVAL	A09	spoof	-	For evidence, they need only look to the Lyceum and Dundee.
LA_E_2385806	EVAL	bonafide	bonafide	p230_382	-
LA_E_2385875	EVAL	A10	spoof	-	To take nothing for granted here, it's as well to appreciate the scale of orchestral resources involved.
LA_E_2386095	EVAL	A07	spoof	-	I used to steal their balls.
LA_E_2386979	EVAL	A12	spoof	-	I was just a kid.
LA_E_2387671	EVAL	A12	spoof	-	You will laugh.
LA_E_2388210	EVAL	A11	spoof	-	So maybe our players don't suit the style the Lions are adopting, but they certainly suit the way Scotland want to play.
LA_E_2389916	EVAL	A10	spoof	-	Has he been helpful to her in the past?
LA_E_2390074	EVAL	A12	spoof	-	They have shown a great desire and attitude.
LA_E_2390916	EVAL	A11	spoof	-	I was ready for this.
LA_E_2390951	EVAL	A10	spoof	-	There are lots of countries.
LA_E_2391983	EVAL	A12	spoof	-	When have they done anything for other clubs or even their own members?
LA_E_2392264	EVAL	bonafide	bonafide	p301_335	-
LA_E_2392681	EVAL	A09	spoof	-	But those were different ages.
LA_E_2392994	EVAL	A12	spoof	-	Gore has closed on Bush by a full percentage point.
LA_E_2394177	EVAL	A11	spoof	-	What better way than humour to take these horrific ideas and make them go away?
LA_E_2394546	EVAL	A07	spoof	-	Actually, their style of play is very similar.
LA_E_2394712	EVAL	A10	spoof	-	However, you must give credit to Selkirk.
LA_E_2395273	EVAL	A09	spoof	-	Sir George said every company in the country has this issue at the moment.
LA_E_2395378	EVAL	A08	spoof	-	I would rather look at him.
LA_E_2396692	EVAL	bonafide	bonafide	p326_275	-
LA_E_2397457	EVAL	A09	spoof	-	Most of the working-class population live in the industrial south of the town.
LA_E_2398135	EVAL	bonafide	bonafide	p339_297	-
LA_E_2398224	EVAL	A10	spoof	-	We just hope that everything is all right.
LA_E_2398363	EVAL	A10	spoof	-	Our priority is to save lives.
LA_E_2398655	EVAL	A09	spoof	-	It could be you.
LA_E_2398924	EVAL	A10	spoof	-	Your father was a good man.
LA_E_2399937	EVAL	A10	spoof	-	Today, an enterprising economy is sought because it is not the enemy of social justice - but its vital ally.
LA_E_2400116	EVAL	A07	spoof	-	For all his successes, he is accustomed to waiting for fulfilment.
LA_E_2400552	EVAL	A12	spoof	-	Whether it will be worth following up if they do find the person responsible is another matter.
LA_E_2402040	EVAL	A10	spoof	-	But they do not win well.
LA_E_2403079	EVAL	A12	spoof	-	I know what they have had to go through.
LA_E_2403159	EVAL	A09	spoof	-	I feel it is very irrational.
LA_E_2403381	EVAL	A09	spoof	-	Nobody believes the private sector is a panacea.
LA_E_2403564	EVAL	A08	spoof	-	My view has now completely changed.
LA_E_2403575	EVAL	A10	spoof	-	We must never forget that rugby is about the players and what they want.
LA_E_2403923	EVAL	A07	spoof	-	However, his remarks were heavily qualified.
LA_E_2403965	EVAL	A09	spoof	-	That is the very reason why it was so vital.
LA_E_2404577	EVAL	A11	spoof	-	Neither of them was badly hurt.
LA_E_2404593	EVAL	bonafide	bonafide	p302_310	-
LA_E_2404691	EVAL	A09	spoof	-	Campbell said he hoped to build on that fighting spirit against Hearts.
LA_E_2404701	EVAL	A10	spoof	-	The alien then decides to remove all of the brain.
LA_E_2405296	EVAL	bonafide	bonafide	p284_289	-
LA_E_2406151	EVAL	A10	spoof	-	magazine of the year - Edinburgh Student.
LA_E_2406264	EVAL	A07	spoof	-	It is a bloody scandal.
LA_E_2406696	EVAL	A10	spoof	-	However, his remarks were heavily qualified.
LA_E_2406874	EVAL	A09	spoof	-	We're hoping we will.
LA_E_2407835	EVAL	A12	spoof	-	It's never happened before.
LA_E_2409207	EVAL	A10	spoof	-	Revised timetable Delays are expected to last for at least two weeks.
LA_E_2410911	EVAL	A08	spoof	-	Not being able to be with my family.
LA_E_2410944	EVAL	A12	spoof	-	The players know that, too.
LA_E_2411020	EVAL	A08	spoof	-	There are times when we think that this is easy.
LA_E_2411457	EVAL	A12	spoof	-	She was extremely intelligent and an extremely loyal member of the college.
LA_E_2412083	EVAL	A10	spoof	-	My husband was born in Zimbabwe.
LA_E_2412367	EVAL	A09	spoof	-	That was the key game.
LA_E_2412476	EVAL	A11	spoof	-	Maloney is an engaging talent.
LA_E_2412916	EVAL	A09	spoof	-	We are absolutely committed to strengthening the team, with relegation as something we will not be confronted with.
LA_E_2413058	EVAL	A12	spoof	-	It's a great feeling to be back on the podium.
LA_E_2413718	EVAL	A09	spoof	-	We have expected it.
LA_E_2414773	EVAL	A12	spoof	-	It is a showpiece event and every effort will be made to ensure it stays that way.
LA_E_2415026	EVAL	A12	spoof	-	The car was burnt out.
LA_E_2415110	EVAL	A09	spoof	-	It takes a bit of working out.
LA_E_2415473	EVAL	bonafide	bonafide	p343_347	-
LA_E_2416521	EVAL	A07	spoof	-	It is still hard to take but the experienced players are helping us get through it.
LA_E_2416531	EVAL	A08	spoof	-	We've always had three options, and none of them are perfect.
LA_E_2417161	EVAL	A11	spoof	-	I wanted to invest in something in the community.
LA_E_2417277	EVAL	A11	spoof	-	He too had received a one of the four or five letters sent, which he regarded as final.
LA_E_2417439	EVAL	A07	spoof	-	This time, there were no such rewards.
LA_E_2417530	EVAL	A12	spoof	-	I find it puzzling and disturbing.
LA_E_2418228	EVAL	A10	spoof	-	At the third tee, Nicol was astonished to be asked if he fancied a drink.
LA_E_2418249	EVAL	A09	spoof	-	It was logical to tackle car crime in order to continue hitting the drugs trade.
LA_E_2418851	EVAL	A08	spoof	-	This is not a new problem.
LA_E_2419553	EVAL	A10	spoof	-	But she was lovely.
LA_E_2419796	EVAL	A11	spoof	-	I should have checked the bag, okay?
LA_E_2419894	EVAL	A09	spoof	-	It's difficult to know how they get their figures.
LA_E_2420262	EVAL	A08	spoof	-	The problem is so much is decided by Donald and his advisers.
LA_E_2421403	EVAL	A09	spoof	-	So who is right?
LA_E_2421583	EVAL	A07	spoof	-	But the biggest problem for us could be the sheer physical size of the South African side.
LA_E_2421680	EVAL	A11	spoof	-	They cannot do this to us again.
LA_E_2421785	EVAL	A11	spoof	-	They think the actors just make it up as they go along.
LA_E_2422193	EVAL	A09	spoof	-	People currently drawing the State pension should gain from the introduction of this anti-poverty measure.
LA_E_2422984	EVAL	A12	spoof	-	Maloney is an engaging talent.
LA_E_2423208	EVAL	A11	spoof	-	Yet some were finding it difficult to come to terms with the political realities, he noted.
LA_E_2423423	EVAL	A08	spoof	-	He was watched closely during the cup defeat by Hibs on Wednesday.
LA_E_2423969	EVAL	A09	spoof	-	I spoke to Lee and he will be fine.
LA_E_2423993	EVAL	A08	spoof	-	That would create a better playing field for everyone else.
LA_E_2424303	EVAL	A12	spoof	-	It has been a frustrating one.
LA_E_2424715	EVAL	A08	spoof	-	It was impossible to take them.
LA_E_2426575	EVAL	A08	spoof	-	It's up to them to prove it in the World Championships in April.
LA_E_2426993	EVAL	A12	spoof	-	I was at the British Olympic Medical Centre, on Friday.
LA_E_2427265	EVAL	A07	spoof	-	I am determined to keep my feet on the ground.
LA_E_2427374	EVAL	A12	spoof	-	He explained that, if he thought progress could be made, the taoiseach would delay his departure this afternoon of his visit to Japan.
LA_E_2427518	EVAL	bonafide	bonafide	p252_379	-
LA_E_2427532	EVAL	A12	spoof	-	You've got to have both sides.
LA_E_2428434	EVAL	A12	spoof	-	Paul never gave up hope.
LA_E_2428598	EVAL	A07	spoof	-	It wasn't about her singing, though.
LA_E_2428629	EVAL	A10	spoof	-	He just attracted people.
LA_E_2429680	EVAL	A10	spoof	-	Mr Sweeney said his friend had also been involved in a number of other ventures.
LA_E_2429808	EVAL	A08	spoof	-	It didn't seem to go too well, because it has been well over six months and my reputation is still not fully restored.
LA_E_2430653	EVAL	A09	spoof	-	We are delighted to be back in business.
LA_E_2430693	EVAL	A09	spoof	-	The doctor will not be able to hide behind the lack of consent and do nothing.
LA_E_2430828	EVAL	A09	spoof	-	It was alleged he was feeding the unions with information from the council side.
LA_E_2431391	EVAL	A10	spoof	-	Of course, it is a tough assignment.
LA_E_2432583	EVAL	A10	spoof	-	At this Masters, one goal has slipped.
LA_E_2432896	EVAL	A12	spoof	-	His season started this afternoon.
LA_E_2433359	EVAL	A07	spoof	-	It is a vote of confidence in the skills in Scotland.
LA_E_2434057	EVAL	A11	spoof	-	McNaughton was not so sure.
LA_E_2434296	EVAL	A08	spoof	-	I don't like seeing people trying to get players sent off.
LA_E_2434342	EVAL	A08	spoof	-	Aberdeen had little to offer.
LA_E_2434548	EVAL	A12	spoof	-	Many of us were there through years of Tory government.
LA_E_2434600	EVAL	A12	spoof	-	If we had played on, someone could have been killed out there.
LA_E_2435705	EVAL	A10	spoof	-	The best view will be achieved from high ground away from street lights.
LA_E_2436053	EVAL	A12	spoof	-	I spoke to him on Sunday and he was very keen to play.
LA_E_2436481	EVAL	A07	spoof	-	That would amount to a red card and automatic suspension.
LA_E_2436611	EVAL	A09	spoof	-	I wasn't prepared for the impact the John Greig memorial would have.
LA_E_2436752	EVAL	A10	spoof	-	THE boy in The Sixth Sense is not alone.
LA_E_2436894	EVAL	bonafide	bonafide	p288_362	-
LA_E_2437944	EVAL	A12	spoof	-	We lost the first game and now have players who will miss the return.
LA_E_2438276	EVAL	A10	spoof	-	Naturally, you have to be lucky in a penalty shoot-out, but we deserved it.
LA_E_2439588	EVAL	A10	spoof	-	Action must be taken to slow down the traffic.
LA_E_2439967	EVAL	A10	spoof	-	For example they could be in school uniform.
LA_E_2440886	EVAL	A12	spoof	-	I hope the voters will respond.
LA_E_2441047	EVAL	bonafide	bonafide	p269_367	-
LA_E_2441249	EVAL	A08	spoof	-	He tied up too, or he'd have had me.
LA_E_2441253	EVAL	A09	spoof	-	I think that he is improving all the time for me.
LA_E_2442353	EVAL	A11	spoof	-	The ball fell to me from the corner.
LA_E_2443059	EVAL	A09	spoof	-	The ball fell to me from the corner.
LA_E_2443225	EVAL	A07	spoof	-	It is absolutely clear.
LA_E_2444335	EVAL	A11	spoof	-	I've always intended to do that.
LA_E_2444586	EVAL	A11	spoof	-	I wasn't imposing myself at Parkhead when Martin allowed me to go.
LA_E_2444993	EVAL	A11	spoof	-	Her heart was not in it.
LA_E_2446282	EVAL	A10	spoof	-	From our point of view, it's the right time.
LA_E_2446774	EVAL	A10	spoof	-	He has a great appetite for golf and you won't see a better ball-striker anywhere.
LA_E_2446918	EVAL	A11	spoof	-	The aircraft hit the water just before the Libyan coast and sank.
LA_E_2447139	EVAL	A12	spoof	-	For the moment, our position remains the same.
LA_E_2447162	EVAL	A11	spoof	-	During the debate, Lord Ashley addressed the allegation that he was putting the entire welfare package at risk.
LA_E_2448602	EVAL	A08	spoof	-	He is not prepared to discuss the Marko Viduka situation until any progress is achieved.
LA_E_2448910	EVAL	A07	spoof	-	That's another thing we have to factor in this week.
LA_E_2449059	EVAL	A10	spoof	-	We haven't come out of this very well.
LA_E_2449418	EVAL	A08	spoof	-	The continuing fall in unemployment in Scotland is good news.
LA_E_2449449	EVAL	A12	spoof	-	It's much better to keep it all in your head.
LA_E_2450033	EVAL	A09	spoof	-	And there's a lot of them.
LA_E_2450262	EVAL	bonafide	bonafide	p361_317	-
LA_E_2450724	EVAL	A08	spoof	-	I'll go back home and see my family.
LA_E_2450776	EVAL	A10	spoof	-	We have job creation in the United Kingdom being successful, and we have recession in Europe.
LA_E_2450849	EVAL	A08	spoof	-	In dozens of offices across America, separate intelligence and law enforcement officers were coming to the same conclusion, a terrorist attack on America was imminent.
LA_E_2451500	EVAL	A08	spoof	-	What if the confession is, after all, a fake?
LA_E_2453005	EVAL	A12	spoof	-	I would love to travel with it.
LA_E_2453205	EVAL	A12	spoof	-	I'm not going to give in to the critics.
LA_E_2453331	EVAL	A10	spoof	-	She also sees the transformation in the past five years as dramatic.
LA_E_2453872	EVAL	A09	spoof	-	That, though, was then.
LA_E_2454113	EVAL	A11	spoof	-	The petition should have been directed against the Scottish parliament corporate body.
LA_E_2455276	EVAL	A09	spoof	-	They were average apart, together superb.
LA_E_2455943	EVAL	A12	spoof	-	Did he understand the problems and did he have the team to solve them?
LA_E_2457138	EVAL	A12	spoof	-	There was more pressure on Peter with this film.
LA_E_2457965	EVAL	A07	spoof	-	It was really tough out there.
LA_E_2458327	EVAL	A09	spoof	-	It's not a marketing scheme.
LA_E_2458367	EVAL	A10	spoof	-	Support for Mr Hague's position was hardly unanimous and Lord Fraser was not the only Scottish peer to quit.
LA_E_2458392	EVAL	A12	spoof	-	Mamet, however, is not going to provide the answer.
LA_E_2459849	EVAL	A11	spoof	-	More people are coming to the centre and they are spending more as well.
LA_E_2460332	EVAL	A07	spoof	-	Life peers would no longer be allowed to sit in the new chamber as of right.
LA_E_2460457	EVAL	A09	spoof	-	I didn't require them and didn't ask for them.
LA_E_2461084	EVAL	A07	spoof	-	Today, the story is different.
LA_E_2461417	EVAL	A07	spoof	-	You feel very helpless.
LA_E_2461780	EVAL	A08	spoof	-	I would like to focus on a structure and a target.
LA_E_2462161	EVAL	bonafide	bonafide	p232_235	-
LA_E_2462935	EVAL	bonafide	bonafide	p341_377	-
LA_E_2463269	EVAL	A12	spoof	-	The First Minister will ask the Parliament whether to sack the judge.
LA_E_2464241	EVAL	A07	spoof	-	Wrong decisions Address in full
LA_E_2464556	EVAL	A12	spoof	-	This is a very serious matter.
LA_E_2465063	EVAL	A12	spoof	-	No one had the slightest idea that this was going to happen.
LA_E_2465234	EVAL	A11	spoof	-	It's not a good night out for the public.
LA_E_2465859	EVAL	A09	spoof	-	They seem to get away with it.
LA_E_2466242	EVAL	A11	spoof	-	The report will go before the Scottish Parliament, probably in early autumn.
LA_E_2466428	EVAL	A10	spoof	-	It was a bit unexpected.
LA_E_2466874	EVAL	A08	spoof	-	Her presence was almost everywhere.
LA_E_2467199	EVAL	A07	spoof	-	Treatment is not an issue with these people.
LA_E_2467676	EVAL	A09	spoof	-	They should have some measure of protection.
LA_E_2467813	EVAL	A12	spoof	-	The rise and rise of Glasgow tourism parallels the transformation from city of industrial decline to City of Culture.
LA_E_2468084	EVAL	A12	spoof	-	But the biggest problem for us could be the sheer physical size of the South African side.
LA_E_2468407	EVAL	A12	spoof	-	Klos was forced to leave his line and the German keeper blocked the try for a corner.
LA_E_2468513	EVAL	A08	spoof	-	It's pretty tough.
LA_E_2470200	EVAL	A10	spoof	-	This has nothing to do with Aberdeen City Council and it is just frustrating the process.
LA_E_2470401	EVAL	A10	spoof	-	Guitarist George Harrison was fast developing his interests in Indian music and religion.
LA_E_2470972	EVAL	A07	spoof	-	In no way is this tie over and we cannot afford to think that way.
LA_E_2471104	EVAL	A12	spoof	-	The home team had an amazing start.
LA_E_2471631	EVAL	A12	spoof	-	I'm pleased with the horse.
LA_E_2472485	EVAL	A11	spoof	-	O Neill suggested, accurately, as it turned out, that such a situation might be a true test of the French.
LA_E_2472950	EVAL	A07	spoof	-	At the moment, it is very difficult to know.
LA_E_2474214	EVAL	A11	spoof	-	I will have to be very careful.
LA_E_2474983	EVAL	A08	spoof	-	We are utterly, utterly devastated.
LA_E_2475746	EVAL	A11	spoof	-	The Glasgow pair may be desperate to be invited to the party, but what's in it for the hosts?
LA_E_2476116	EVAL	A09	spoof	-	People come from far and wide to see it.
LA_E_2476587	EVAL	A11	spoof	-	As usual there is a variety angle or is it a trap?
LA_E_2476686	EVAL	A08	spoof	-	Schools and colleges across the country took delivery of advance copies of the results yesterday.
LA_E_2477049	EVAL	A07	spoof	-	He has not created a Festival resource.
LA_E_2477232	EVAL	A07	spoof	-	Ministers must keep them under control.
LA_E_2479109	EVAL	A08	spoof	-	It might even lead to trust.
LA_E_2479682	EVAL	A11	spoof	-	But the risk of another occurrence could not be ruled out completely.
LA_E_2479762	EVAL	A07	spoof	-	They are hilarious, and worth the price of admission alone.
LA_E_2479876	EVAL	A10	spoof	-	People might not actually want the job.
LA_E_2481497	EVAL	A11	spoof	-	But the strikes appeared not to have halted the ongoing Serb ground offensive against towns and villages in Kosovo.
LA_E_2482300	EVAL	A07	spoof	-	These questions have to be answered.
LA_E_2483413	EVAL	A07	spoof	-	This type of legislation has no place in modern Scotland.
LA_E_2483496	EVAL	A10	spoof	-	It is probably good for his head to get out of London.
LA_E_2484243	EVAL	A12	spoof	-	The cut, and what you do with it, affects the thrust.
LA_E_2484695	EVAL	A12	spoof	-	We should not go to crazy on reforms.
LA_E_2484811	EVAL	A10	spoof	-	The attack took place just before the second act of a musical.
LA_E_2485604	EVAL	A10	spoof	-	He has to put his own house in order and mount a challenge next season from the first day, not from almost the midway point of the campaign.
LA_E_2486399	EVAL	A08	spoof	-	The original group is understood to be planning further action.
LA_E_2486854	EVAL	A08	spoof	-	Women were mostly notable by their absence.
LA_E_2487077	EVAL	A07	spoof	-	Each could arrive in Glasgow as a World medallist.
LA_E_2487288	EVAL	A11	spoof	-	Disruption will be kept to a minimum.
LA_E_2487379	EVAL	A10	spoof	-	I'm surprised that it has taken this approach.
LA_E_2488809	EVAL	A07	spoof	-	That was not the norm.
LA_E_2489468	EVAL	A08	spoof	-	Allan is going to be crucial in our development this year.
LA_E_2489666	EVAL	A12	spoof	-	She took them for a term.
LA_E_2490438	EVAL	A07	spoof	-	People ask about the concept of a team.
LA_E_2491055	EVAL	A07	spoof	-	We're going into a sustained campaign.
LA_E_2491582	EVAL	A12	spoof	-	Reivers are expecting his decision by the end of this week.
LA_E_2492242	EVAL	A07	spoof	-	Do you know that the fourth most important person in the Australian Cabinet is the Minister for Sport?
LA_E_2492310	EVAL	bonafide	bonafide	p302_281	-
LA_E_2492808	EVAL	A12	spoof	-	The evening's most haunting moment, however, came in the Violin Concerto, that touching and still-neglected product of the composer's declining years.
LA_E_2492824	EVAL	A07	spoof	-	A new school will be built.
LA_E_2493804	EVAL	A12	spoof	-	They go out.
LA_E_2494810	EVAL	A12	spoof	-	The reason the crew were unhappy about continuing was safety and common sense.
LA_E_2494996	EVAL	A08	spoof	-	Motivation will not be a problem because we are professionals.
LA_E_2496152	EVAL	A10	spoof	-	What's the point of staying sober?
LA_E_2496657	EVAL	A07	spoof	-	The wreckage would be of no use to any further litigation or inquiry.
LA_E_2496821	EVAL	A08	spoof	-	I just felt that I was broken down.
LA_E_2496894	EVAL	A12	spoof	-	No-one even bothered to tell the Chhokar family the first trial was starting.
LA_E_2497187	EVAL	A09	spoof	-	And he has a tale to tell.
LA_E_2497555	EVAL	A08	spoof	-	I had to work very hard to get to this level but it paid off.
LA_E_2498275	EVAL	A12	spoof	-	Our aim is to win the league.
LA_E_2498654	EVAL	A12	spoof	-	If we then decided to use those resources to pay cash payments, what is the problem with that?
LA_E_2498658	EVAL	A11	spoof	-	It said it was aware, however, of the local reports of civilian deaths.
LA_E_2499097	EVAL	A11	spoof	-	Their risk of dying from the disease was then compared.
LA_E_2499452	EVAL	A11	spoof	-	It is patently true.
LA_E_2501421	EVAL	A10	spoof	-	We have definitely suffered by not having had someone on the management.
LA_E_2501505	EVAL	A09	spoof	-	Scottish football held its breath as a future international star appeared on the scene.
LA_E_2501974	EVAL	A08	spoof	-	Bin Laden may also be planning to follow.
LA_E_2502212	EVAL	A11	spoof	-	He was happy with his form.
LA_E_2502313	EVAL	A10	spoof	-	We were unhappy, and the problem will be addressed.
LA_E_2502904	EVAL	A08	spoof	-	The first minister is obviously concerned to hear about this incident.
LA_E_2503484	EVAL	A10	spoof	-	Mhairi Cross was appointed almost two years ago, just as work on the Park Gallery was about to begin.
LA_E_2503568	EVAL	A07	spoof	-	Last month a panel of judges rejected Archer's appeal for a shorter sentence.
LA_E_2503778	EVAL	A12	spoof	-	He's in his element and the audience is delighted by him.
LA_E_2504022	EVAL	A12	spoof	-	I can't describe it.
LA_E_2504672	EVAL	A11	spoof	-	They seem to be backing off from that.
LA_E_2505571	EVAL	A09	spoof	-	I would discuss the timing of my resignation with them, to be fair to them.
LA_E_2505930	EVAL	A09	spoof	-	That is not the way we should operate.
LA_E_2505985	EVAL	A12	spoof	-	I love the feel of the place.
LA_E_2506848	EVAL	A11	spoof	-	We have many indications that the company is in great distress.
LA_E_2507274	EVAL	A09	spoof	-	That is not to say the current squad have any right to feel sorry for themselves.
LA_E_2507557	EVAL	A10	spoof	-	I'm pleased with the horse.
LA_E_2507697	EVAL	bonafide	bonafide	p246_325	-
LA_E_2507849	EVAL	A10	spoof	-	The whole nation will be delighted.
LA_E_2508197	EVAL	A12	spoof	-	From then on it was open season for both sets of fans and players.
LA_E_2509342	EVAL	A09	spoof	-	He confirmed the coaching structure was already under review.
LA_E_2509790	EVAL	A11	spoof	-	His manager was full of praise for the youngster afterwards.
LA_E_2510373	EVAL	A08	spoof	-	That's a natural progression - that some players drive on in a big way.
LA_E_2511114	EVAL	bonafide	bonafide	p277_273	-
LA_E_2511801	EVAL	A12	spoof	-	We have been preparing all year.
LA_E_2512497	EVAL	A12	spoof	-	It was a great start to my career.
LA_E_2512532	EVAL	A08	spoof	-	And, more often than not, they got it.
LA_E_2513286	EVAL	A10	spoof	-	This will be the garden party of the summer.
LA_E_2513455	EVAL	A11	spoof	-	It wasn't a penalty, it was outside the area.
LA_E_2513755	EVAL	A11	spoof	-	I don't see any great problem.
LA_E_2514023	EVAL	A07	spoof	-	But it wouldn't be in South Africa.
LA_E_2514297	EVAL	A07	spoof	-	No, because they look good boys.
LA_E_2514376	EVAL	bonafide	bonafide	p228_305	-
LA_E_2514398	EVAL	bonafide	bonafide	p294_387	-
LA_E_2514434	EVAL	A12	spoof	-	This is a draft report and is not yet finalised.
LA_E_2515043	EVAL	A09	spoof	-	It's very hard to catch up on every level and to hit a moving target.
LA_E_2515243	EVAL	A08	spoof	-	The Airdrie players claimed it had, but referee Dougie McDonald was in no mood to agree.
LA_E_2515555	EVAL	A10	spoof	-	The Scottish Secretary is not supporting one side or the other.
LA_E_2515862	EVAL	A08	spoof	-	A great deal has been achieved.
LA_E_2516706	EVAL	A07	spoof	-	The British public is nothing if not fickle.
LA_E_2517253	EVAL	A10	spoof	-	The party lasted all night.
LA_E_2517648	EVAL	A07	spoof	-	Then there is the venue.
LA_E_2518284	EVAL	A09	spoof	-	She is a very lucky young lady.
LA_E_2519237	EVAL	bonafide	bonafide	p271_310	-
LA_E_2519354	EVAL	A11	spoof	-	It's wonderful to have won.
LA_E_2519369	EVAL	A10	spoof	-	It's not a problem of the system.
LA_E_2519833	EVAL	A11	spoof	-	I just felt that I was broken down.
LA_E_2520750	EVAL	bonafide	bonafide	p252_262	-
LA_E_2521275	EVAL	A09	spoof	-	The decision was announced at its annual conference in Dunfermline.
LA_E_2521432	EVAL	A10	spoof	-	We would be strongly opposed to any attempt to take a selective approach to our report.
LA_E_2521712	EVAL	A11	spoof	-	I get the better things to do now.
LA_E_2522575	EVAL	A08	spoof	-	I was just a kid.
LA_E_2522776	EVAL	A12	spoof	-	It's all happening at a local level.
LA_E_2522981	EVAL	A08	spoof	-	We're still the only ones in the High Street.
LA_E_2524377	EVAL	A09	spoof	-	Ali was shot at, but refused to back down.
LA_E_2524456	EVAL	A11	spoof	-	We have done our own tests.
LA_E_2524922	EVAL	A09	spoof	-	His eyes remained open.
LA_E_2525466	EVAL	A12	spoof	-	Both watched her win yesterday.
LA_E_2525581	EVAL	A10	spoof	-	These things just happen.
LA_E_2526304	EVAL	A07	spoof	-	Alcohol are the key areas that need to be tackled.
LA_E_2526335	EVAL	A11	spoof	-	With the building of the Scottish Parliament on the same side of town, demand for land is high and the club expected many offers.
LA_E_2526421	EVAL	A12	spoof	-	It would be great if some money could be generated to enable us to stick at it.
LA_E_2526437	EVAL	bonafide	bonafide	p259_255	-
LA_E_2526580	EVAL	A10	spoof	-	He has said he will not bring the opposition into the Cabinet.
LA_E_2526648	EVAL	A11	spoof	-	That honesty would not have extended to any admission that this Scotland squad is simply not good enough, because the coaches must convince them they are.
LA_E_2527019	EVAL	A07	spoof	-	The goal will stay with me forever.
LA_E_2527260	EVAL	A09	spoof	-	His spokesman made clear the promise was conditional on the economy continuing its healthy performance.
LA_E_2527558	EVAL	A07	spoof	-	And, more often than not, they got it.
LA_E_2528143	EVAL	A07	spoof	-	Offered the gold medal, he declined.
LA_E_2528570	EVAL	A10	spoof	-	The mood of the players at my first meeting with them was anger.
LA_E_2530614	EVAL	bonafide	bonafide	p281_278	-
LA_E_2530721	EVAL	A11	spoof	-	In this way we can promote excellence and innovation as often as possible and for as many as possible.
LA_E_2530740	EVAL	A08	spoof	-	These are then compared with records.
LA_E_2531192	EVAL	A08	spoof	-	Property from two robberies were found at that and a second address.
LA_E_2531397	EVAL	A08	spoof	-	He too had received a one of the four or five letters sent, which he regarded as final.
LA_E_2531741	EVAL	A09	spoof	-	You had the feeling this sense of sanctuary came from a direct relationship with a camera.
LA_E_2532204	EVAL	A07	spoof	-	It is astonishing to think that, as the official opposition party in the Scottish Parliament, we are regarded as a security threat.
LA_E_2532352	EVAL	A09	spoof	-	The Home Office would not release any further details about the group.
LA_E_2532794	EVAL	A09	spoof	-	This season has been a nightmare.
LA_E_2533265	EVAL	A07	spoof	-	This is best described as a modern day dinner dance.
LA_E_2534333	EVAL	A11	spoof	-	We have come a long way in the last few sessions.
LA_E_2535925	EVAL	A11	spoof	-	It's difficult to know how they get their figures.
LA_E_2536118	EVAL	A10	spoof	-	He explained that, if he thought progress could be made, the taoiseach would delay his departure this afternoon of his visit to Japan.
LA_E_2536523	EVAL	A12	spoof	-	Henman has been warned.
LA_E_2537095	EVAL	A09	spoof	-	Thankfully, Mr Campbell was able to help.
LA_E_2537821	EVAL	A09	spoof	-	This is a case in point.
LA_E_2538032	EVAL	A12	spoof	-	The spokesman said Mr Mandelson was acting after the Northern Ireland executive had been unable to reach an agreement.
LA_E_2539080	EVAL	A09	spoof	-	Although he did not mention Cardinal Thomas Winning by name, Mr MacMillan's remarks were clearly aimed at Scotland's leading Roman Catholic.
LA_E_2539645	EVAL	A09	spoof	-	It is a credit to the people who were here that they made a lot of noise.
LA_E_2540561	EVAL	A11	spoof	-	As half time arrived, the Scottish champions had settled into a comfortable groove.
LA_E_2540680	EVAL	A12	spoof	-	For the first few minutes, there was a lot of shouting, then silence.
LA_E_2541589	EVAL	A12	spoof	-	The result was a little bit of a nightmare.
LA_E_2542238	EVAL	A07	spoof	-	It is unlikely that he will have been disappointed with any of the new boys.
LA_E_2542720	EVAL	A11	spoof	-	Where is the logic in that?
LA_E_2542864	EVAL	A12	spoof	-	Traffic is usually slow in both directions during rush hour.
LA_E_2544502	EVAL	A11	spoof	-	We knew he could play, but now we know he can speak.
LA_E_2545159	EVAL	A09	spoof	-	The party lasted all night.
LA_E_2546143	EVAL	A09	spoof	-	One man who can be very grateful to Wilson is Crabbe, who missed a penalty just before the break.
LA_E_2546846	EVAL	A07	spoof	-	The water was pouring down the road into a channel and straight into the reservoir.
LA_E_2547094	EVAL	A07	spoof	-	If we don't get the names by tonight we will have them by first thing in the morning.
LA_E_2547638	EVAL	A09	spoof	-	Walker's addiction, however, is to competition, and the fun of the game.
LA_E_2547790	EVAL	A11	spoof	-	Support services should be improved, anti-racist programmes introduced in schools, and an effective policing strategy promoted, they added.
LA_E_2547987	EVAL	A12	spoof	-	Persuaded to change his mind.
LA_E_2548387	EVAL	A07	spoof	-	Perhaps it's because I haven't finished the first two races.
LA_E_2548481	EVAL	A09	spoof	-	The condition of their adoption was that they should be kept together.
LA_E_2548546	EVAL	A07	spoof	-	Five local people were injured.
